DATE,DESCRIPTION,CATEGORY,INCOME,EXPENSE,ACCOUNT,BALANCE
2025-10-04,Chatswood Childcare - invoice 1526,Service revenue,3746.55,,Business transaction,339024.95
2025-10-04,Ryde Council - invoice 1541,Service revenue,4011.93,,Business transaction,343036.88
2025-10-05,ServiceM8 + Xero + Google Workspace,Software,,480,Business transaction,342556.88
2025-10-06,Middy's Electrical,Materials,,3805.94,Business transaction,338750.94
2025-10-06,Ampol fleet fuel,Vehicle & fuel,,919.04,Business transaction,337831.9
2025-10-08,Google Ads,Marketing,,1262.18,Business transaction,336569.72
2025-10-09,Ryde Council - invoice 1520,Installation revenue,6129.38,,Business transaction,342699.1
2025-10-10,Harbourview Apartments - invoice 1530,Installation revenue,6647.06,,Business transaction,349346.16
2025-10-10,Dunbar Family Trust - monthly retainer,Maintenance contracts,4973.74,,Business transaction,354319.9
2025-10-10,Bunnings Trade,Materials,,7415.49,Business transaction,346904.41
2025-10-10,Vehicle servicing,Vehicle & fuel,,260,Business transaction,346644.41
2025-10-12,Harbourview Apartments - invoice 1529,Service revenue,4445.9,,Business transaction,351090.31
2025-10-12,Electricity & water,Utilities,,657.2,Business transaction,350433.11
2025-10-13,Harbourview Apartments - invoice 1540,Service revenue,1608.38,,Business transaction,352041.49
2025-10-14,Tradelink,Materials,,3509.5,Business transaction,348531.99
2025-10-14,Payroll fortnight A,Payroll,,16621.6,Business transaction,331910.39
2025-10-15,Wattle St body corporate - monthly retainer,Maintenance contracts,4973.74,,Business transaction,336884.13
2025-10-15,Chatswood Childcare - invoice 1533,Installation revenue,10709.65,,Business transaction,347593.78
2025-10-15,Subcontractor - refrigeration,Subcontractors,,5127.34,Business transaction,342466.44
2025-10-15,Ampol fleet fuel,Vehicle & fuel,,917.84,Business transaction,341548.6
2025-10-17,Kings Cross Hotel - monthly retainer,Maintenance contracts,4973.74,,Business transaction,346522.34
2025-10-17,Office supplies & phone,Office & admin,,514.06,Business transaction,346008.28
2025-10-18,Harbourview Apartments - invoice 1539,Installation revenue,6425.88,,Business transaction,352434.16
2025-10-18,Lawrence & Hanson,Materials,,6788.11,Business transaction,345646.05
2025-10-20,Wattle St body corporate - invoice 1522,Installation revenue,9035.98,,Business transaction,354682.03
2025-10-20,Wattle St body corporate - invoice 1523,Service revenue,2912.74,,Business transaction,357594.77
2025-10-20,Harbourview Apartments - invoice 1538,Installation revenue,7571.82,,Business transaction,365166.59
2025-10-22,Actrol HVAC,Materials,,4377.84,Business transaction,360788.75
2025-10-22,Bookkeeper,Professional fees,,900,Business transaction,359888.75
2025-10-24,Dunbar Family Trust - monthly retainer,Maintenance contracts,4973.74,,Business transaction,364862.49
2025-10-24,Ampol fleet fuel,Vehicle & fuel,,1075.5,Business transaction,363786.99
2025-10-25,St Leonards Physio - invoice 1535,Service revenue,4017.53,,Business transaction,367804.52
2025-10-26,Wattle St body corporate - monthly retainer,Maintenance contracts,4973.74,,Business transaction,372778.26
2025-10-27,Harbourview Apartments - invoice 1525,Installation revenue,7752.69,,Business transaction,380530.95
2025-10-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,379210.95
2025-10-28,Kings Cross Hotel - invoice 1534,Service revenue,4099.08,,Business transaction,383310.03
2025-10-28,Payroll fortnight B,Payroll,,16621.6,Business transaction,366688.43
2025-10-30,Owner drawings,Owner drawings,,7000,Business transaction,359688.43
2025-11-01,Workshop rent - Artarmon,Rent,,6200,Business transaction,353488.43
2025-11-02,Reece Plumbing,Materials,,3262.62,Business transaction,350225.81
2025-11-03,Harbourview Apartments - invoice 1573,Service revenue,2125.59,,Business transaction,352351.4
2025-11-03,Public liability & fleet insurance,Insurance,,1850,Business transaction,350501.4
2025-11-04,Kings Cross Hotel - invoice 1577,Installation revenue,6694.77,,Business transaction,357196.17
2025-11-05,Wattle St body corporate - invoice 1561,Installation revenue,7418.12,,Business transaction,364614.29
2025-11-05,Marrickville Brewery - invoice 1568,Installation revenue,5961.05,,Business transaction,370575.34
2025-11-05,Harbourview Apartments - invoice 1574,Service revenue,2802.6,,Business transaction,373377.94
2025-11-05,ServiceM8 + Xero + Google Workspace,Software,,480,Business transaction,372897.94
2025-11-06,Kings Cross Hotel - invoice 1586,Installation revenue,5314.58,,Business transaction,378212.52
2025-11-06,Middy's Electrical,Materials,,4321.38,Business transaction,373891.14
2025-11-06,Ampol fleet fuel,Vehicle & fuel,,989.83,Business transaction,372901.31
2025-11-07,Ryde Council - invoice 1567,Service revenue,2756.92,,Business transaction,375658.23
2025-11-08,Dunbar Family Trust - monthly retainer,Maintenance contracts,3413.46,,Business transaction,379071.69
2025-11-08,Google Ads,Marketing,,1298.47,Business transaction,377773.22
2025-11-09,Wattle St body corporate - invoice 1575,Installation revenue,4834.38,,Business transaction,382607.6
2025-11-10,Bunnings Trade,Materials,,4149.84,Business transaction,378457.76
2025-11-10,Vehicle servicing,Vehicle & fuel,,260,Business transaction,378197.76
2025-11-11,Ryde Council - invoice 1578,Service revenue,1861.8,,Business transaction,380059.56
2025-11-12,Wattle St body corporate - invoice 1566,Installation revenue,5787.84,,Business transaction,385847.4
2025-11-12,Electricity & water,Utilities,,620,Business transaction,385227.4
2025-11-13,St Leonards Physio - invoice 1583,Service revenue,3061.92,,Business transaction,388289.32
2025-11-14,Wattle St body corporate - invoice 1560,Service revenue,2321.58,,Business transaction,390610.9
2025-11-14,Parramatta Bakehouse - invoice 1579,Service revenue,1058.38,,Business transaction,391669.28
2025-11-14,Tradelink,Materials,,5076.85,Business transaction,386592.43
2025-11-14,Payroll fortnight A,Payroll,,16684.8,Business transaction,369907.63
2025-11-15,Northshore Dental - invoice 1584,Service revenue,1538.19,,Business transaction,371445.82
2025-11-15,Subcontractor - refrigeration,Subcontractors,,3803.26,Business transaction,367642.56
2025-11-15,Ampol fleet fuel,Vehicle & fuel,,1006.76,Business transaction,366635.8
2025-11-17,Wattle St body corporate - monthly retainer,Maintenance contracts,3413.46,,Business transaction,370049.26
2025-11-17,Office supplies & phone,Office & admin,,555.52,Business transaction,369493.74
2025-11-18,Wattle St body corporate - invoice 1572,Installation revenue,4200.28,,Business transaction,373694.02
2025-11-18,Lawrence & Hanson,Materials,,3538.54,Business transaction,370155.48
2025-11-19,Parramatta Bakehouse - invoice 1563,Service revenue,2165.54,,Business transaction,372321.02
2025-11-21,Harbourview Apartments - invoice 1576,Installation revenue,5957.3,,Business transaction,378278.32
2025-11-22,Dunbar Family Trust - invoice 1569,Installation revenue,6732.07,,Business transaction,385010.39
2025-11-22,Actrol HVAC,Materials,,2910.57,Business transaction,382099.82
2025-11-22,Bookkeeper,Professional fees,,900,Business transaction,381199.82
2025-11-23,Dunbar Family Trust - monthly retainer,Maintenance contracts,3413.46,,Business transaction,384613.28
2025-11-24,Parramatta Bakehouse - invoice 1564,Installation revenue,2908.83,,Business transaction,387522.11
2025-11-24,Ampol fleet fuel,Vehicle & fuel,,897.04,Business transaction,386625.07
2025-11-26,Dunbar Family Trust - invoice 1571,Service revenue,2361.5,,Business transaction,388986.57
2025-11-26,Ryde Council - invoice 1581,Installation revenue,5331.15,,Business transaction,394317.72
2025-11-26,Wattle St body corporate - invoice 1582,Service revenue,2917.68,,Business transaction,397235.4
2025-11-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,395915.4
2025-11-28,Ryde Council - invoice 1565,Service revenue,3057.28,,Business transaction,398972.68
2025-11-28,Ryde Council - invoice 1580,Installation revenue,4979.84,,Business transaction,403952.52
2025-11-28,Payroll fortnight B,Payroll,,16684.8,Business transaction,387267.72
2025-11-28,BAS payment (GST net),GST/BAS,,2827.31,Business transaction,384440.41
2025-11-30,Owner drawings,Owner drawings,,7000,Business transaction,377440.41
2025-12-01,Chatswood Childcare - invoice 1610,Service revenue,1345.1,,Business transaction,378785.51
2025-12-01,Workshop rent - Artarmon,Rent,,6200,Business transaction,372585.51
2025-12-02,St Leonards Physio - invoice 1613,Service revenue,3552.88,,Business transaction,376138.39
2025-12-02,Reece Plumbing,Materials,,4550.68,Business transaction,371587.71
2025-12-03,Dunbar Family Trust - invoice 1617,Installation revenue,7124.8,,Business transaction,378712.51
2025-12-03,Public liability & fleet insurance,Insurance,,1850,Business transaction,376862.51
2025-12-05,Wattle St body corporate - invoice 1608,Service revenue,4094.21,,Business transaction,380956.72
2025-12-05,Dunbar Family Trust - invoice 1618,Service revenue,2151.8,,Business transaction,383108.52
2025-12-05,ServiceM8 + Xero + Google Workspace,Software,,480,Business transaction,382628.52
2025-12-06,Middy's Electrical,Materials,,4796.32,Business transaction,377832.2
2025-12-06,Ampol fleet fuel,Vehicle & fuel,,838.07,Business transaction,376994.13
2025-12-08,Marrickville Brewery - invoice 1602,Service revenue,2366.66,,Business transaction,379360.79
2025-12-08,Marrickville Brewery - monthly retainer,Maintenance contracts,4502.24,,Business transaction,383863.03
2025-12-08,Ryde Council - invoice 1623,Installation revenue,6818.56,,Business transaction,390681.59
2025-12-08,Google Ads,Marketing,,1665.49,Business transaction,389016.1
2025-12-10,Chatswood Childcare - invoice 1605,Service revenue,2396.88,,Business transaction,391412.98
2025-12-10,Parramatta Bakehouse - invoice 1622,Service revenue,2666.84,,Business transaction,394079.82
2025-12-10,Bunnings Trade,Materials,,3545.23,Business transaction,390534.59
2025-12-10,Vehicle servicing,Vehicle & fuel,,1450,Business transaction,389084.59
2025-12-12,Parramatta Bakehouse - invoice 1604,Installation revenue,7901.6,,Business transaction,396986.19
2025-12-12,Ryde Council - invoice 1619,Service revenue,3900.6,,Business transaction,400886.79
2025-12-12,Electricity & water,Utilities,,582.8,Business transaction,400303.99
2025-12-14,Tradelink,Materials,,3233.15,Business transaction,397070.84
2025-12-14,Payroll fortnight A,Payroll,,16748,Business transaction,380322.84
2025-12-15,Ryde Council - invoice 1616,Installation revenue,7976.75,,Business transaction,388299.59
2025-12-15,Subcontractor - refrigeration,Subcontractors,,4206.49,Business transaction,384093.1
2025-12-15,Ampol fleet fuel,Vehicle & fuel,,806.91,Business transaction,383286.19
2025-12-16,Dunbar Family Trust - invoice 1614,Installation revenue,5442.53,,Business transaction,388728.72
2025-12-17,Office supplies & phone,Office & admin,,389.93,Business transaction,388338.79
2025-12-18,Lawrence & Hanson,Materials,,3767.65,Business transaction,384571.14
2025-12-19,Ryde Council - invoice 1601,Installation revenue,8919.26,,Business transaction,393490.4
2025-12-21,Wattle St body corporate - invoice 1603,Service revenue,2377.37,,Business transaction,395867.77
2025-12-21,Ryde Council - invoice 1607,Service revenue,3881.3,,Business transaction,399749.07
2025-12-21,Marrickville Brewery - invoice 1615,Service revenue,1710.22,,Business transaction,401459.29
2025-12-22,Actrol HVAC,Materials,,4763.64,Business transaction,396695.65
2025-12-22,Bookkeeper,Professional fees,,900,Business transaction,395795.65
2025-12-24,Marrickville Brewery - invoice 1620,Installation revenue,6544.88,,Business transaction,402340.53
2025-12-24,Ampol fleet fuel,Vehicle & fuel,,928.6,Business transaction,401411.93
2025-12-26,St Leonards Physio - invoice 1600,Service revenue,2921.45,,Business transaction,404333.38
2025-12-27,Northshore Dental - invoice 1611,Installation revenue,9303.72,,Business transaction,413637.1
2025-12-27,Ryde Council - monthly retainer,Maintenance contracts,4502.24,,Business transaction,418139.34
2025-12-27,Marrickville Brewery - invoice 1621,Service revenue,4024.7,,Business transaction,422164.04
2025-12-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,420844.04
2025-12-28,Marrickville Brewery - invoice 1609,Service revenue,1810.83,,Business transaction,422654.87
2025-12-28,Payroll fortnight B,Payroll,,16748,Business transaction,405906.87
2025-12-30,Owner drawings,Owner drawings,,7000,Business transaction,398906.87
2026-01-01,Ryde Council - monthly retainer,Maintenance contracts,4335.51,,Business transaction,403242.38
2026-01-01,Workshop rent - Artarmon,Rent,,6200,Business transaction,397042.38
2026-01-02,Ryde Council - monthly retainer,Maintenance contracts,4335.51,,Business transaction,401377.89
2026-01-02,Reece Plumbing,Materials,,4751.32,Business transaction,396626.57
2026-01-03,St Leonards Physio - invoice 1657,Service revenue,2474.56,,Business transaction,399101.13
2026-01-03,Public liability & fleet insurance,Insurance,,1850,Business transaction,397251.13
2026-01-04,Dunbar Family Trust - invoice 1659,Service revenue,3845.01,,Business transaction,401096.14
2026-01-05,ServiceM8 + Xero + Google Workspace,Software,,800,Business transaction,400296.14
2026-01-06,Kings Cross Hotel - invoice 1646,Service revenue,1680.14,,Business transaction,401976.28
2026-01-06,Parramatta Bakehouse - invoice 1647,Service revenue,4012.94,,Business transaction,405989.22
2026-01-06,Marrickville Brewery - invoice 1654,Installation revenue,6171.77,,Business transaction,412160.99
2026-01-06,Middy's Electrical,Materials,,6597.54,Business transaction,405563.45
2026-01-06,Ampol fleet fuel,Vehicle & fuel,,862.54,Business transaction,404700.91
2026-01-07,Dunbar Family Trust - invoice 1644,Installation revenue,7908.21,,Business transaction,412609.12
2026-01-07,Chatswood Childcare - monthly retainer,Maintenance contracts,4335.51,,Business transaction,416944.63
2026-01-07,Wattle St body corporate - invoice 1652,Service revenue,1962.59,,Business transaction,418907.22
2026-01-07,St Leonards Physio - invoice 1662,Service revenue,2950.91,,Business transaction,421858.13
2026-01-08,Kings Cross Hotel - invoice 1640,Service revenue,1533.29,,Business transaction,423391.42
2026-01-08,Google Ads,Marketing,,1568.88,Business transaction,421822.54
2026-01-09,Dunbar Family Trust - invoice 1643,Service revenue,1523.79,,Business transaction,423346.33
2026-01-10,Northshore Dental - invoice 1641,Installation revenue,9603.12,,Business transaction,432949.45
2026-01-10,Bunnings Trade,Materials,,6646.12,Business transaction,426303.33
2026-01-10,Vehicle servicing,Vehicle & fuel,,260,Business transaction,426043.33
2026-01-12,Kings Cross Hotel - invoice 1663,Service revenue,1866.69,,Business transaction,427910.02
2026-01-12,Electricity & water,Utilities,,555.57,Business transaction,427354.45
2026-01-13,Harbourview Apartments - invoice 1656,Service revenue,2774.06,,Business transaction,430128.51
2026-01-14,Harbourview Apartments - monthly retainer,Maintenance contracts,4335.51,,Business transaction,434464.02
2026-01-14,Tradelink,Materials,,5809.74,Business transaction,428654.28
2026-01-14,Payroll fortnight A,Payroll,,16811.2,Business transaction,411843.08
2026-01-15,Subcontractor - refrigeration,Subcontractors,,6449.99,Business transaction,405393.09
2026-01-15,Ampol fleet fuel,Vehicle & fuel,,965.37,Business transaction,404427.72
2026-01-17,Office supplies & phone,Office & admin,,443.6,Business transaction,403984.12
2026-01-18,Parramatta Bakehouse - invoice 1648,Installation revenue,7685.03,,Business transaction,411669.15
2026-01-18,Lawrence & Hanson,Materials,,5038.68,Business transaction,406630.47
2026-01-19,Harbourview Apartments - invoice 1665,Service revenue,1441.96,,Business transaction,408072.43
2026-01-19,Ute repair after collision,Vehicle & fuel,,8900,Business transaction,399172.43
2026-01-20,Northshore Dental - invoice 1658,Installation revenue,3398.21,,Business transaction,402570.64
2026-01-20,Parramatta Bakehouse - invoice 1666,Installation revenue,3287.54,,Business transaction,405858.18
2026-01-22,Wattle St body corporate - invoice 1660,Service revenue,1929.38,,Business transaction,407787.56
2026-01-22,Actrol HVAC,Materials,,3620.89,Business transaction,404166.67
2026-01-22,Bookkeeper,Professional fees,,900,Business transaction,403266.67
2026-01-24,Dunbar Family Trust - invoice 1642,Service revenue,1546.43,,Business transaction,404813.1
2026-01-24,Marrickville Brewery - invoice 1655,Installation revenue,4446.96,,Business transaction,409260.06
2026-01-24,Ampol fleet fuel,Vehicle & fuel,,918.42,Business transaction,408341.64
2026-01-26,Northshore Dental - invoice 1645,Service revenue,1936.14,,Business transaction,410277.78
2026-01-27,St Leonards Physio - invoice 1661,Installation revenue,9318.65,,Business transaction,419596.43
2026-01-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,418276.43
2026-01-28,Chatswood Childcare - invoice 1650,Installation revenue,7744.51,,Business transaction,426020.94
2026-01-28,Payroll fortnight B,Payroll,,16811.2,Business transaction,409209.74
2026-01-30,Owner drawings,Owner drawings,,7000,Business transaction,402209.74
2026-02-01,Wattle St body corporate - invoice 1681,Installation revenue,7954.53,,Business transaction,410164.27
2026-02-01,Ryde Council - invoice 1685,Installation revenue,6302.57,,Business transaction,416466.84
2026-02-01,Dunbar Family Trust - monthly retainer,Maintenance contracts,4300.59,,Business transaction,420767.43
2026-02-01,Workshop rent - Artarmon,Rent,,6200,Business transaction,414567.43
2026-02-02,Northshore Dental - monthly retainer,Maintenance contracts,4300.59,,Business transaction,418868.02
2026-02-02,Marrickville Brewery - invoice 1698,Service revenue,2899.5,,Business transaction,421767.52
2026-02-02,Reece Plumbing,Materials,,3843.06,Business transaction,417924.46
2026-02-03,Ryde Council - invoice 1693,Service revenue,2049.75,,Business transaction,419974.21
2026-02-03,Parramatta Bakehouse - invoice 1701,Service revenue,2293.64,,Business transaction,422267.85
2026-02-03,Public liability & fleet insurance,Insurance,,1850,Business transaction,420417.85
2026-02-04,Marrickville Brewery - invoice 1686,Service revenue,1900.37,,Business transaction,422318.22
2026-02-05,ServiceM8 + Xero + Google Workspace,Software,,800,Business transaction,421518.22
2026-02-06,Middy's Electrical,Materials,,5368.45,Business transaction,416149.77
2026-02-06,Ampol fleet fuel,Vehicle & fuel,,876.86,Business transaction,415272.91
2026-02-08,Google Ads,Marketing,,1225.7,Business transaction,414047.21
2026-02-09,Harbourview Apartments - monthly retainer,Maintenance contracts,4300.59,,Business transaction,418347.8
2026-02-10,Marrickville Brewery - invoice 1690,Installation revenue,6803.96,,Business transaction,425151.76
2026-02-10,Ryde Council - invoice 1699,Installation revenue,6521.26,,Business transaction,431673.02
2026-02-10,Bunnings Trade,Materials,,4917.53,Business transaction,426755.49
2026-02-10,Vehicle servicing,Vehicle & fuel,,260,Business transaction,426495.49
2026-02-11,Dunbar Family Trust - monthly retainer,Maintenance contracts,4300.59,,Business transaction,430796.08
2026-02-12,Electricity & water,Utilities,,545.6,Business transaction,430250.48
2026-02-13,Dunbar Family Trust - invoice 1684,Installation revenue,3312.84,,Business transaction,433563.32
2026-02-14,Tradelink,Materials,,5514.91,Business transaction,428048.41
2026-02-14,Payroll fortnight A,Payroll,,16874.4,Business transaction,411174.01
2026-02-15,Subcontractor - refrigeration,Subcontractors,,5063.71,Business transaction,406110.3
2026-02-15,Ampol fleet fuel,Vehicle & fuel,,788.98,Business transaction,405321.32
2026-02-17,Kings Cross Hotel - monthly retainer,Maintenance contracts,4300.59,,Business transaction,409621.91
2026-02-17,Office supplies & phone,Office & admin,,388.76,Business transaction,409233.15
2026-02-18,Harbourview Apartments - invoice 1692,Installation revenue,7304.15,,Business transaction,416537.3
2026-02-18,Lawrence & Hanson,Materials,,4646.04,Business transaction,411891.26
2026-02-20,Ryde Council - invoice 1700,Installation revenue,8870.41,,Business transaction,420761.67
2026-02-20,Term deposit interest,Interest income,646.59,,Business transaction,421408.26
2026-02-21,Wattle St body corporate - invoice 1688,Installation revenue,3280.76,,Business transaction,424689.02
2026-02-21,Marrickville Brewery - invoice 1703,Installation revenue,9072.75,,Business transaction,433761.77
2026-02-22,Actrol HVAC,Materials,,6136.07,Business transaction,427625.7
2026-02-22,Bookkeeper,Professional fees,,900,Business transaction,426725.7
2026-02-24,Ampol fleet fuel,Vehicle & fuel,,1072.52,Business transaction,425653.18
2026-02-25,St Leonards Physio - invoice 1682,Service revenue,1560.32,,Business transaction,427213.5
2026-02-27,Marrickville Brewery - invoice 1695,Installation revenue,4124,,Business transaction,431337.5
2026-02-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,430017.5
2026-02-28,Parramatta Bakehouse - invoice 1680,Service revenue,3983.59,,Business transaction,434001.09
2026-02-28,Northshore Dental - invoice 1687,Installation revenue,7698.86,,Business transaction,441699.95
2026-02-28,Northshore Dental - invoice 1696,Service revenue,1858.91,,Business transaction,443558.86
2026-02-28,Marrickville Brewery - invoice 1702,Installation revenue,6758.64,,Business transaction,450317.5
2026-02-28,Payroll fortnight B,Payroll,,16874.4,Business transaction,433443.1
2026-02-28,BAS payment (GST net),GST/BAS,,3562.11,Business transaction,429880.99
2026-02-28,Owner drawings,Owner drawings,,7000,Business transaction,422880.99
2026-03-01,Ryde Council - invoice 1733,Service revenue,3906.01,,Business transaction,426787
2026-03-01,Workshop rent - Artarmon,Rent,,6200,Business transaction,420587
2026-03-02,St Leonards Physio - invoice 1721,Service revenue,1793.74,,Business transaction,422380.74
2026-03-02,Reece Plumbing,Materials,,6128.04,Business transaction,416252.7
2026-03-03,Public liability & fleet insurance,Insurance,,1850,Business transaction,414402.7
2026-03-05,Harbourview Apartments - invoice 1723,Service revenue,2580.78,,Business transaction,416983.48
2026-03-05,Wattle St body corporate - invoice 1724,Installation revenue,4103.7,,Business transaction,421087.18
2026-03-05,Kings Cross Hotel - invoice 1725,Service revenue,1852.43,,Business transaction,422939.61
2026-03-05,ServiceM8 + Xero + Google Workspace,Software,,800,Business transaction,422139.61
2026-03-06,Northshore Dental - invoice 1736,Service revenue,2238.75,,Business transaction,424378.36
2026-03-06,Northshore Dental - invoice 1737,Service revenue,3078.6,,Business transaction,427456.96
2026-03-06,Middy's Electrical,Materials,,9272.73,Business transaction,418184.23
2026-03-06,Ampol fleet fuel,Vehicle & fuel,,940.18,Business transaction,417244.05
2026-03-07,Marrickville Brewery - monthly retainer,Maintenance contracts,4422.81,,Business transaction,421666.86
2026-03-07,Wattle St body corporate - monthly retainer,Maintenance contracts,4422.81,,Business transaction,426089.67
2026-03-08,Google Ads,Marketing,,1286.67,Business transaction,424803
2026-03-09,St Leonards Physio - monthly retainer,Maintenance contracts,4422.81,,Business transaction,429225.81
2026-03-10,Ryde Council - invoice 1741,Service revenue,3620.62,,Business transaction,432846.43
2026-03-10,Bunnings Trade,Materials,,7051.73,Business transaction,425794.7
2026-03-10,Vehicle servicing,Vehicle & fuel,,1450,Business transaction,424344.7
2026-03-11,Marrickville Brewery - invoice 1726,Service revenue,3715.63,,Business transaction,428060.33
2026-03-12,Chatswood Childcare - invoice 1745,Service revenue,3870.52,,Business transaction,431930.85
2026-03-12,Electricity & water,Utilities,,555.57,Business transaction,431375.28
2026-03-14,Tradelink,Materials,,11598.01,Business transaction,419777.27
2026-03-14,Payroll fortnight A,Payroll,,16937.6,Business transaction,402839.67
2026-03-15,Subcontractor - refrigeration,Subcontractors,,6408.17,Business transaction,396431.5
2026-03-15,Ampol fleet fuel,Vehicle & fuel,,851.24,Business transaction,395580.26
2026-03-16,Parramatta Bakehouse - invoice 1727,Service revenue,1251.94,,Business transaction,396832.2
2026-03-16,Marrickville Brewery - invoice 1731,Service revenue,2942.28,,Business transaction,399774.48
2026-03-16,St Leonards Physio - invoice 1744,Installation revenue,6270,,Business transaction,406044.48
2026-03-17,Wattle St body corporate - invoice 1735,Service revenue,3586.62,,Business transaction,409631.1
2026-03-17,Dunbar Family Trust - invoice 1740,Installation revenue,4642.81,,Business transaction,414273.91
2026-03-17,Office supplies & phone,Office & admin,,566.21,Business transaction,413707.7
2026-03-18,Lawrence & Hanson,Materials,,11521.85,Business transaction,402185.85
2026-03-20,Wattle St body corporate - invoice 1742,Installation revenue,9733.97,,Business transaction,411919.82
2026-03-22,Actrol HVAC,Materials,,7765.44,Business transaction,404154.38
2026-03-22,Bookkeeper,Professional fees,,900,Business transaction,403254.38
2026-03-23,Chatswood Childcare - monthly retainer,Maintenance contracts,4422.81,,Business transaction,407677.19
2026-03-24,Ryde Council - invoice 1722,Service revenue,1297.84,,Business transaction,408975.03
2026-03-24,Ampol fleet fuel,Vehicle & fuel,,976.07,Business transaction,407998.96
2026-03-25,Parramatta Bakehouse - invoice 1738,Service revenue,2099.59,,Business transaction,410098.55
2026-03-25,Parramatta Bakehouse - invoice 1739,Installation revenue,8471.45,,Business transaction,418570
2026-03-25,St Leonards Physio - monthly retainer,Maintenance contracts,4422.81,,Business transaction,422992.81
2026-03-26,Parramatta Bakehouse - invoice 1720,Installation revenue,7868.97,,Business transaction,430861.78
2026-03-27,St Leonards Physio - invoice 1734,Installation revenue,7310.96,,Business transaction,438172.74
2026-03-27,Equipment finance - Ute loan,Loan repayment,,1320,Business transaction,436852.74
2026-03-28,Wattle St body corporate - invoice 1730,Service revenue,1581.96,,Business transaction,438434.7
2026-03-28,Payroll fortnight B,Payroll,,16937.6,Business transaction,421497.1
2026-03-30,Owner drawings,Owner drawings,,7000,Business transaction,414497.1
2026-04-01,Ryde Council - invoice 1766,Service revenue,3048.58,,Business transaction,417545.68
2026-04-01,Workshop rent - Artarmon,Rent,,6200,Business transaction,411345.68
2026-04-02,Northshore Dental - invoice 1763,Installation revenue,8990.48,,Business transaction,420336.16
2026-04-02,Reece Plumbing,Materials,,3629.6,Business transaction,416706.56
2026-04-03,Public liability & fleet insurance,Insurance,,1850,Business transaction,414856.56
2026-04-05,Chatswood Childcare - invoice 1785,Service revenue,3134.11,,Business transaction,417990.67
2026-04-05,ServiceM8 + Xero + Google Workspace,Software,,800,Business transaction,417190.67
2026-04-06,Middy's Electrical,Materials,,4797.59,Business transaction,412393.08
2026-04-06,Ampol fleet fuel,Vehicle & fuel,,996.72,Business transaction,411396.36
2026-04-08,Northshore Dental - invoice 1773,Installation revenue,5766.77,,Business transaction,417163.13
2026-04-08,Google Ads,Marketing,,1176.04,Business transaction,415987.09
2026-04-09,Harbourview Apartments - monthly retainer,Maintenance contracts,4685.38,,Business transaction,420672.47
2026-04-09,Marrickville Brewery - invoice 1779,Service revenue,1345.37,,Business transaction,422017.84
2026-04-09,Ryde Council - invoice 1786,Installation revenue,6478.46,,Business transaction,428496.3
2026-04-10,St Leonards Physio - invoice 1780,Installation revenue,7697.09,,Business transaction,436193.39
2026-04-10,Bunnings Trade,Materials,,4217.65,Business transaction,431975.74
2026-04-10,Vehicle servicing,Vehicle & fuel,,260,Business transaction,431715.74
2026-04-12,Wattle St body corporate - monthly retainer,Maintenance contracts,4685.38,,Business transaction,436401.12
2026-04-12,Harbourview Apartments - invoice 1776,Service revenue,1517.9,,Business transaction,437919.02
2026-04-12,Electricity & water,Utilities,,582.8,Business transaction,437336.22
2026-04-14,Chatswood Childcare - monthly retainer,Maintenance contracts,4685.38,,Business transaction,442021.6
2026-04-14,Tradelink,Materials,,6430.58,Business transaction,435591.02
2026-04-14,Payroll fortnight A,Payroll,,17000.8,Business transaction,418590.22
2026-04-15,Harbourview Apartments - invoice 1774,Service revenue,3860.19,,Business transaction,422450.41
2026-04-15,Subcontractor - refrigeration,Subcontractors,,6269.74,Business transaction,416180.67
2026-04-15,Ampol fleet fuel,Vehicle & fuel,,1025.42,Business transaction,415155.25
2026-04-16,Marrickville Brewery - invoice 1768,Installation revenue,4409.93,,Business transaction,419565.18
2026-04-17,Northshore Dental - invoice 1771,Service revenue,3405.29,,Business transaction,422970.47
2026-04-17,Office supplies & phone,Office & admin,,561.73,Business transaction,422408.74
2026-04-18,Chatswood Childcare - monthly retainer,Maintenance contracts,4685.38,,Business transaction,427094.12
2026-04-18,Chatswood Childcare - invoice 1784,Service revenue,1340.86,,Business transaction,428434.98
2026-04-18,Lawrence & Hanson,Materials,,5221.96,Business transaction,423213.02
2026-04-19,Dunbar Family Trust - invoice 1760,Installation revenue,8377.07,,Business transaction,431590.09
2026-04-19,Northshore Dental - invoice 1762,Service revenue,3415.98,,Business transaction,435006.07
2026-04-20,Wattle St body corporate - invoice 1770,Service revenue,2056.93,,Business transaction,437063
2026-04-21,Ryde Council - invoice 1772,Service revenue,3755.28,,Business transaction,440818.28
2026-04-22,Actrol HVAC,Materials,,6248.96,Business transaction,434569.32
2026-04-22,Bookkeeper,Professional fees,,900,Business transaction,433669.32
2026-04-23,Wattle St body corporate - invoice 1777,Service revenue,2552.59,,Business transaction,436221.91
2026-04-24,Northshore Dental - invoice 1769,Service revenue,1585.57,,Business transaction,437807.48
